"Date","AAPL","SPX","VIX","SPGSCITR","BNDGLB","EEM"
2004-06-08,2.1679,1142.18,15.01,5112.22,230.66,17.8867
2004-06-09,2.1571,1131.33,15.39,5122.35,230.6,17.4822
2004-06-10,2.1957,1136.47,15.04,5172.03,229.77,17.5022
2004-06-14,2.1514,1125.29,16.07,5123.2,229.37,16.8278
2004-06-15,2.1921,1132.01,15.05,5083.89,228.82,17.1533
2004-06-16,2.3386,1133.56,14.79,5122.71,230.5,16.9233
2004-06-17,2.3436,1132.05,15.15,5239.9,229.92,17.0078
2004-06-18,2.3507,1135.02,14.99,5243.6,230.45,16.9111
2004-06-21,2.3093,1130.3,15.26,5146,230.87,16.9889
2004-06-22,2.3571,1134.41,14.31,5173.89,231.06,17.1689
2004-06-23,2.4071,1144.06,13.98,5154.53,230.82,17.4744
2004-06-24,2.37,1140.65,14.81,5206.09,231,17.5444
2004-06-25,2.4071,1134.43,15.19,5167.7,232.12,17.7222
2004-06-28,2.3207,1133.35,16.07,5020.95,231.95,17.5711
2004-06-29,2.3214,1136.2,15.47,4966.77,231.25,17.7056
2004-06-30,2.3243,1140.84,14.34,5073.56,231.3,17.9589
2004-07-01,2.3071,1128.94,15.2,5213.59,232.19,17.7344
2004-07-02,2.22,1125.38,15.08,5195.39,232.2,17.7333
2004-07-06,2.2107,1116.21,16.25,5315.32,234.14,17.5433
2004-07-07,2.1707,1118.33,15.81,5279.79,233.89,17.7722
2004-07-08,2.1529,1109.11,16.2,5338.45,233.89,17.5189
2004-07-09,2.145,1112.81,15.78,5300.51,234.51,17.6122
2004-07-12,2.0814,1114.35,14.96,5242.02,234.6,17.5667
2004-07-13,2.0871,1115.14,14.46,5215.95,234.94,17.6467
2004-07-14,2.1129,1111.47,13.76,5346.98,234.12,17.4778
2004-07-15,2.3521,1106.69,14.71,5306.91,234.27,17.3867
2004-07-16,2.3,1101.39,14.34,5327,234.1,17.5778
2004-07-19,2.2836,1100.9,15.17,5329.23,235.69,17.5511
2004-07-20,2.3,1108.67,14.17,5247.11,235.74,17.6256
2004-07-21,2.2586,1093.88,16.41,5240.78,234.86,17.4222
2004-07-22,2.2629,1096.84,15.75,5328.97,233.69,17.4222
2004-07-23,2.1929,1086.2,16.5,5354.29,234.23,17.1222
2004-07-26,2.2329,1084.07,17.3,5308.39,233.84,16.9633
2004-07-27,2.3164,1094.83,16.55,5331.12,233.73,17.2867
2004-07-28,2.305,1095.42,16.15,5421.54,232.27,17.2811
2004-07-29,2.3314,1100.43,15.68,5405.81,232.16,17.3889
2004-07-30,2.31,1101.72,15.32,5466.9,232.45,17.3056
2004-08-02,2.2557,1106.62,15.37,5440.56,233.43,17.2189
2004-08-03,2.235,1099.69,16.03,5466.77,233.73,17.2389
2004-08-04,2.2707,1098.63,16.21,5349.59,234.14,17.2556
2004-08-05,2.2421,1080.7,18.32,5470.42,234.06,17.1444
2004-08-06,2.1271,1063.97,19.34,5418.38,234.33,17.02
2004-08-09,2.1643,1065.22,18.89,5489.31,236.93,17.1622
2004-08-10,2.2514,1079.04,17.47,5460.92,236.7,17.3556
2004-08-11,2.215,1075.79,18.04,5448.82,236.42,17.1944
2004-08-12,2.1693,1063.23,19.08,5491.79,236.05,17.0022
2004-08-13,2.2029,1064.8,17.98,5600.03,236.4,17.0289
2004-08-16,2.1986,1079.34,17.57,5556.97,237.33,17.2611
2004-08-17,2.205,1081.71,17.02,5603.13,237.03,17.3767
2004-08-18,2.2671,1095.17,16.23,5602.6,237.54,17.5822
2004-08-19,2.1936,1091.23,16.96,5722.21,237.42,17.6011
2004-08-20,2.2,1098.35,16,5657.57,237.86,17.6889
2004-08-23,2.22,1095.68,15.88,5594.52,237.69,17.7844
2004-08-24,2.2821,1096.19,15.33,5521.61,236.93,17.7333
2004-08-25,2.3607,1104.96,14.98,5373.5,236.7,17.9444
2004-08-26,2.4757,1105.09,14.91,5316.45,236.71,17.9689
2004-08-27,2.4536,1107.77,14.71,5307.56,237.12,17.9356
2004-08-30,2.4371,1099.15,15.44,5281.35,237.06,17.8389
2004-08-31,2.4636,1104.24,15.29,5254.62,237.36,17.9167
2004-09-01,2.5614,1105.91,14.91,5400.46,238.32,18.0644
2004-09-02,2.5471,1118.31,14.28,5378.23,238.51,18.2889
2004-09-03,2.5164,1113.63,13.91,5335.02,237.95,18.0944
2004-09-07,2.5543,1121.3,14.07,5289.01,236.64,18.2333
2004-09-08,2.5964,1116.27,14.06,5252.34,236.64,18.2222
2004-09-09,2.55,1118.38,14.01,5400.15,238.11,18.2778
2004-09-10,2.5621,1123.92,13.76,5263.94,238.01,18.4511
2004-09-13,2.5421,1125.82,13.17,5369.48,238.74,18.62
2004-09-14,2.535,1128.33,13.56,5414.65,238.74,18.6133
2004-09-15,2.5143,1120.37,14.64,5342.6,239.1,18.5311
2004-09-16,2.5964,1123.5,14.39,5357.25,238.36,18.7633
2004-09-17,2.6529,1128.55,14.03,5498.38,239.26,18.8889
2004-09-20,2.6936,1122.2,14.43,5541.13,238.79,18.9078
2004-09-21,2.715,1129.3,13.66,5649.91,239.42,19.1056
2004-09-22,2.6371,1113.56,14.74,5772.05,239.82,18.8167
2004-09-23,2.6621,1108.36,14.8,5783.54,240.08,18.9
2004-09-24,2.6636,1110.11,14.28,5774.95,240.03,18.8467
2004-09-27,2.6807,1103.52,14.62,5819.26,239.85,18.7344
2004-09-28,2.7171,1110.06,13.83,5872.92,240.2,18.9667
2004-09-29,2.7629,1114.8,13.21,5909.44,240.1,19.0667
2004-09-30,2.7679,1114.58,13.34,5917.43,239.56,19.1667
2004-10-01,2.7621,1131.5,12.75,5945.2,239.82,19.5333
2004-10-04,2.7707,1135.17,13.41,5909.24,239.17,19.8667
2004-10-05,2.8121,1134.48,13.95,6035.04,238.73,19.72
2004-10-06,2.9029,1142.05,13.28,6096.62,238.96,19.9478
2004-10-07,2.83,1130.65,14.5,6162.95,238.59,19.7778
2004-10-08,2.79,1122.14,15.05,6221.76,238.39,19.6333
2004-10-11,2.7564,1124.39,14.71,6244.42,240.16,19.7356
2004-10-12,2.735,1121.84,15.05,6137.72,240.17,19.4244
2004-10-13,2.8393,1113.65,15.42,6183.17,240.19,19.1611
2004-10-14,3.2129,1103.29,16.43,6256.5,240.39,18.9
2004-10-15,3.25,1108.2,15.04,6260.63,241.41,19.1522
2004-10-18,3.4107,1114.02,14.71,6161.21,241.51,19.3556
2004-10-19,3.3871,1103.23,15.13,6187.83,241.59,19.2622
2004-10-20,3.3907,1103.66,14.85,6336.23,241.76,19.1411
2004-10-21,3.4243,1106.49,14.54,6366.64,242.57,19.4167
2004-10-22,3.3864,1095.74,15.28,6434.97,242.76,19.2778
2004-10-25,3.3964,1094.81,16.58,6372.98,242.9,19.33
2004-10-26,3.4264,1111.09,16.39,6473.32,243.84,19.4
2004-10-27,3.5929,1125.4,15.72,6235.25,243.73,19.7333
2004-10-28,3.7279,1127.44,15.39,6114.29,243.1,19.6356
2004-10-29,3.7429,1130.2,16.27,6162.91,243.02,19.7122
2004-11-01,3.7464,1130.51,16.27,6019.88,243.5,19.8589
2004-11-02,3.8214,1130.54,16.18,5969.87,243.1,19.9044
2004-11-03,3.9507,1143.2,14.04,6077.73,243.06,20.1944
2004-11-04,3.8893,1161.67,13.97,5901.89,243.55,20.5
2004-11-05,3.9086,1166.17,13.84,5921.54,243.55,20.5778
2004-11-08,3.8843,1164.89,13.8,5867.02,243.1,20.3456
2004-11-09,3.8607,1164.08,13.61,5743.48,243.1,20.4767
2004-11-10,3.9107,1162.91,13.08,5877.77,243.04,20.5
2004-11-11,3.95,1173.48,13.04,5751.09,242.54,20.7333
2004-11-12,3.9643,1184.17,13.33,5738.77,242.68,21.0833
2004-11-15,3.9457,1183.81,13.38,5722.89,243.58,21.1033
2004-11-16,3.9239,1175.43,13.21,5654.95,243.69,20.8622
2004-11-17,3.9214,1181.94,13.21,5775.81,243.79,21.3333
2004-11-18,3.9564,1183.55,12.98,5716.52,244.7,21.3722
2004-11-19,3.9407,1170.34,13.5,5892.06,244.78,21.0667
